net,length_um
_0728_,6.3
_1073_,6.3
_1901_,6.3
_2080_,6.3
_2213_,6.3
_2220_,6.3
_2400_,6.3
_0856_,6.26
_1146_,6.26
_1565_,6.26
_1609_,6.26
_2072_,6.26
_2148_,6.26
_2662_,6.26
_2718_,6.26
_2769_,6.26
reg_file.memory\[21\]\[27\],6.26
reg_file.memory\[6\]\[8\],6.26
_0176_,6.245
_1631_,6.24
_0299_,6.225
_0320_,6.225
_0343_,6.225
_0360_,6.225
_2568_,6.2
_2678_,6.2
_2720_,6.2
_0056_,6.185
_0074_,6.185
_1340_,6.18
_1431_,6.18
_2069_,6.18
_2227_,6.18
_2372_,6.18
_2532_,6.18
_2849_,6.18
reg_file.memory\[25\]\[20\],6.18
seven_seg_conv.temp\[24\],6.18
_0286_,6.165
_1527_,6.16
_2161_,6.16
_0724_,6.14
_1026_,6.14
_1357_,6.14
_1949_,6.14
_2562_,6.14
_2618_,6.14
_2664_,6.14
reg_file.memory\[6\]\[0\],6.14
_0081_,6.105
_0268_,6.085
_0331_,6.08
_1069_,6.08
_0491_,6.065
_1187_,6.06
_1211_,6.06
_1973_,6.06
_0112_,6.04
_0118_,6.04
reg_file.memory\[8\]\[31\],6.04
_1834_,6.03
_1024_,6.02
_0473_,6.005
_2565_,5.97
_0201_,5.965
_0318_,5.965
_0063_,5.96
reg_file.memory\[4\]\[16\],5.96
reg_file.memory\[4\]\[22\],5.96
_1599_,5.94
reg_file.memory\[9\]\[3\],5.94
_0381_,5.925
_0759_,5.92
_1576_,5.92
_1866_,5.92
_0628_,5.9
_1511_,5.9
_0058_,5.895
_1933_,5.86
_1967_,5.86
_0696_,5.84
_1401_,5.84
_1626_,5.84
_2278_,5.84
_2384_,5.84
_2397_,5.84
_2750_,5.84
reg_file.memory\[15\]\[19\],5.84
_1339_,5.82
_2719_,5.82
_0278_,5.805
_0901_,5.8
_0921_,5.8
_0945_,5.8
_0999_,5.8
_1430_,5.8
_2015_,5.8
_2145_,5.8
_2365_,5.8
_2403_,5.8
_2770_,5.8
_2851_,5.8
reg_file.memory\[21\]\[20\],5.8
reg_file.memory\[21\]\[24\],5.8
_1804_,5.74
_1680_,5.73
_0225_,5.725
_0248_,5.725
_0451_,5.725
_1094_,5.72
_1736_,5.72
reg_file.memory\[4\]\[9\],5.72
_0440_,5.705
_1715_,5.7
_0824_,5.68
_1001_,5.68
_1141_,5.68
_2032_,5.68
_2079_,5.68
_2104_,5.68
_2359_,5.68
_2395_,5.68
_2418_,5.68
_2522_,5.68
_2579_,5.68
_2730_,5.68
_2825_,5.68
reg_file.memory\[4\]\[17\],5.68
reg_file.memory\[6\]\[23\],5.68
net16,5.68
_1644_,5.62
_1957_,5.62
_0797_,5.6
_1124_,5.6
_1222_,5.6
_1526_,5.6
_2206_,5.6
_2492_,5.6
_2764_,5.6
reg_file.memory\[2\]\[17\],5.6
_0288_,5.58
_1143_,5.56
_2056_,5.56
_0227_,5.545
_1911_,5.52
_2207_,5.52
_0342_,5.505
_0375_,5.505
_0449_,5.505
_0667_,5.5
_1009_,5.5
_2262_,5.5
reg_file.memory\[8\]\[27\],5.5
seven_seg_conv.temp\[28\],5.49
_1183_,5.48
_0969_,5.46
_0307_,5.445
_0427_,5.445
_1873_,5.44
_0273_,5.435
_0517_,5.4
_2147_,5.4
_0731_,5.38
_1173_,5.38
_1478_,5.38
_1578_,5.38
_1608_,5.38
_2311_,5.38
reg_file.memory\[15\]\[14\],5.38
_1286_,5.36
_1451_,5.36
_1812_,5.36
_0251_,5.345
_1100_,5.34
_1147_,5.34
_1283_,5.34
_1287_,5.34
_1332_,5.34
_1443_,5.34
_1788_,5.34
_2209_,5.34
_2553_,5.34
_2573_,5.34
reg_file.memory\[6\]\[20\],5.34
_0397_,5.305
_0495_,5.305
_1623_,5.28
_0082_,5.265
_0115_,5.265
_0128_,5.265
_0317_,5.265
_0455_,5.265
_1396_,5.26
_1805_,5.26
_1829_,5.26
_2163_,5.26
_2602_,5.26
_2732_,5.26
_0614_,5.24
_1905_,5.22
_1946_,5.22
_2000_,5.22
_2017_,5.22
_2099_,5.22
_2256_,5.22
_2519_,5.22
_2563_,5.22
_2714_,5.22
_2853_,5.22
_2869_,5.22
_1872_,5.18
_0403_,5.16
_0426_,5.16
seven_seg_conv.current_digit\[0\],5.16
_0479_,5.14
_1699_,5.14
_2169_,5.14
_2491_,5.14
_2518_,5.14
reg_file.memory\[15\]\[4\],5.14
_1753_,5.12
_2094_,5.12
_2520_,5.12
_0059_,5.115
_0151_,5.095
_0249_,5.095
_0355_,5.095
_0240_,5.085
_0309_,5.085
_0411_,5.085
_1398_,5.06
_0377_,5.045
_0463_,5.045
_0336_,5.04
_1672_,5.04
reg_file.memory\[25\]\[11\],5.04
_2229_,5.035
_0012_,5.02
_1209_,5.02
_2269_,5.02
reg_file.memory\[4\]\[24\],5.02
_0027_,5
_1327_,5
_2268_,5
_0365_,4.975
_0062_,4.965
next,4.95
_1320_,4.94
_1981_,4.94
_0033_,4.925
_0867_,4.92
_1615_,4.92
_1652_,4.92
_1876_,4.92
_2327_,4.92
_2660_,4.92
_0057_,4.905
_0344_,4.885
_0775_,4.88
_0835_,4.88
_0842_,4.88
_0855_,4.88
_1061_,4.88
_2310_,4.88
_2794_,4.88
_2835_,4.88
_2844_,4.88
_0142_,4.845
_0352_,4.845
_0409_,4.845
_0430_,4.845
_0431_,4.845
_2533_,4.82
_2598_,4.82
_0120_,4.805
_0583_,4.8
_0740_,4.8
_0978_,4.8
_1423_,4.8
_1450_,4.8
_2133_,4.8
_2648_,4.8
_2707_,4.8
_2712_,4.8
_2776_,4.8
_1298_,4.76
_1421_,4.76
_2389_,4.76
_2577_,4.76
_2763_,4.76
_2837_,4.76
net15,4.76
_0277_,4.7
_0398_,4.7
_1075_,4.7
_1088_,4.7
_1092_,4.7
_2288_,4.7
reg_file.memory\[6\]\[22\],4.7
_0108_,4.68
_0272_,4.68
_1491_,4.68
reg_file.memory\[25\]\[6\],4.68
_0833_,4.66
_1936_,4.66
_0066_,4.585
_0073_,4.585
_0078_,4.585
_0106_,4.585
_0178_,4.585
_0408_,4.585
_0453_,4.585
_0457_,4.585
_0460_,4.585
_1938_,4.58
reg_file.memory\[6\]\[13\],4.58
_0993_,4.56
_1080_,4.56
_1326_,4.56
_1603_,4.56
_0104_,4.555
_0841_,4.54
_1156_,4.54
_1571_,4.54
_0200_,4.525
_0283_,4.525
_1479_,4.48
_2309_,4.48
_1591_,4.46
_1711_,4.46
_1917_,4.46
_2378_,4.46
_2495_,4.46
_2566_,4.46
_2632_,4.46
_2633_,4.46
_2829_,4.46
_1208_,4.44
_1575_,4.44
_0791_,4.42
_1441_,4.42
_2480_,4.42
_2643_,4.42
_2658_,4.42
_2801_,4.42
_2841_,4.42
_0071_,4.405
_0054_,4.385
_1420_,4.34
_1619_,4.34
_1916_,4.34
_2215_,4.34
_2772_,4.34
_2820_,4.34
seven_seg_conv.digit_counter\[3\],4.34
_0961_,4.32
_1528_,4.32
_0396_,4.315
_2581_,4.3
_0044_,4.295
_0370_,4.24
_1059_,4.24
_2139_,4.24
reg_file.memory\[25\]\[25\],4.24
_0897_,4.22
_1060_,4.22
_1729_,4.22
_0874_,4.2
_0895_,4.2
reg_file.memory\[25\]\[4\],4.2
_0052_,4.165
_0111_,4.165
_0269_,4.165
_1906_,4.14
_0417_,4.12
_1602_,4.12
_2030_,4.1
ctrl_unit.RegWrite,4.1
_0274_,4.085
_0039_,4.065
_0085_,4.045
_1499_,4.035
_1495_,4.02
_1745_,4.02
_2275_,4.015
_0699_,4
_1529_,4
_2033_,4
_2189_,4
_2435_,4
_2470_,4
_2493_,4
_2557_,4
_2775_,4
reg_file.memory\[25\]\[2\],4
_0075_,3.975
_0122_,3.965
_0032_,3.925
_0195_,3.925
_0246_,3.925
_0471_,3.925
_1324_,3.9
_1723_,3.9
_1909_,3.9
_0684_,3.88
_0693_,3.88
_0831_,3.88
_0994_,3.88
_1048_,3.88
_1269_,3.88
_1322_,3.88
_1587_,3.88
_2067_,3.88
_2383_,3.88
_2601_,3.88
_2716_,3.88
_2717_,3.88
_2756_,3.88
_2761_,3.88
_0242_,3.865
_0130_,3.805
_0231_,3.805
_0433_,3.8
_0313_,3.78
reg_file.memory\[15\]\[6\],3.78
seven_seg_conv.temp\[2\],3.78
_0531_,3.76
_0794_,3.76
_1847_,3.76
_1988_,3.76
_2162_,3.76
reg_file.memory\[2\]\[10\],3.76
_0687_,3.74
_1433_,3.74
_1411_,3.68
_2271_,3.68
_0008_,3.66
_0962_,3.66
_1937_,3.66
reg_file.memory\[15\]\[26\],3.66
_2208_,3.64
_0041_,3.635
_0282_,3.635
_0472_,3.605
_0379_,3.585
_0477_,3.585
_0603_,3.56
_0678_,3.56
_2011_,3.56
_2091_,3.56
_2111_,3.56
_2225_,3.56
_0886_,3.54
_0904_,3.54
_1083_,3.54
_1117_,3.54
_1172_,3.54
_1424_,3.54
_1791_,3.54
_1860_,3.54
_2184_,3.54
_2247_,3.54
_2604_,3.54
_2615_,3.54
_2701_,3.54
_2822_,3.54
_2848_,3.54
_0452_,3.515
_0001_,3.505
_0121_,3.505
_0357_,3.505
_0245_,3.465
_0369_,3.465
_0683_,3.46
_0946_,3.44
_1168_,3.44
_1910_,3.44
_2366_,3.44
_2541_,3.44
_2617_,3.44
_2792_,3.44
_0658_,3.42
_0694_,3.42
_0953_,3.42
_1033_,3.42
_1081_,3.42
_1148_,3.42
_1877_,3.42
_1955_,3.42
_2018_,3.42
_2142_,3.42
_2265_,3.42
_2479_,3.42
_2488_,3.42
_2514_,3.42
_2733_,3.42
_2762_,3.42
_2777_,3.42
_2800_,3.42
_0080_,3.405
_0190_,3.405
_0209_,3.405
_0332_,3.405
_0339_,3.405
_0373_,3.405
_0330_,3.345
_0072_,3.32
_0148_,3.32
_0182_,3.32
_0434_,3.32
_0734_,3.32
_1042_,3.32
_0854_,3.3
_1894_,3.3
_0091_,3.245
_0298_,3.245
_1015_,3.22
_0958_,3.2
_1811_,3.2
_1958_,3.2
_2297_,3.18
_2324_,3.18
_2651_,3.18
_0042_,3.175
_0060_,3.175
_0478_,3.175
_0167_,3.145
_0271_,3.145
_0849_,3.1
_0929_,3.1
_1008_,3.1
_1041_,3.1
_1058_,3.1
_1541_,3.1
_1844_,3.1
_0725_,3.08
_0878_,3.08
_1084_,3.08
_1102_,3.08
_1106_,3.08
_1123_,3.08
_1870_,3.08
_2046_,3.08
_2112_,3.08
_2338_,3.08
_2350_,3.08
_2374_,3.08
_2472_,3.08
_2481_,3.08
_2545_,3.08
_2675_,3.08
_2699_,3.08
_2830_,3.08
_2610_,3.06
_0036_,3.045
_0124_,3.045
_0125_,3.045
_0051_,3.005
_0069_,3.005
_0079_,3.005
_0086_,3.005
_0161_,3.005
_0391_,3.005
_0481_,3.005
_0492_,3.005
_0984_,2.98
_1633_,2.98
_2542_,2.98
_2620_,2.98
_2789_,2.98
_2811_,2.98
_0857_,2.96
_0905_,2.96
_0914_,2.96
_1002_,2.96
_1279_,2.96
_1289_,2.96
_1639_,2.96
_1647_,2.96
_1667_,2.96
_2122_,2.96
_2149_,2.96
_2517_,2.96
_2524_,2.96
_2629_,2.96
_2734_,2.96
_2766_,2.96
_2838_,2.96
_0346_,2.945
_0022_,2.885
_0119_,2.885
_0220_,2.88
_0053_,2.86
_0212_,2.86
_0429_,2.86
_0896_,2.86
_1010_,2.86
_2159_,2.86
_0509_,2.84
_0428_,2.835
_0064_,2.785
_0180_,2.785
_0186_,2.785
_0028_,2.77
_0983_,2.76
_0992_,2.76
_1093_,2.76
_1625_,2.76
_1980_,2.74
_1653_,2.72
_0116_,2.715
_0141_,2.715
_0399_,2.715
_0475_,2.715
_0500_,2.715
_0443_,2.705
_0444_,2.705
_1627_,2.665
_0850_,2.64
_0931_,2.64
_1068_,2.64
_1095_,2.64
_1138_,2.64
_1193_,2.64
_1256_,2.64
_1793_,2.64
_2223_,2.64
_0675_,2.62
_0760_,2.62
_0799_,2.62
_0847_,2.62
_0858_,2.62
_0894_,2.62
_1005_,2.62
_1308_,2.62
_1557_,2.62
_1648_,2.62
_1934_,2.62
_2003_,2.62
_2083_,2.62
_2125_,2.62
_2146_,2.62
_2251_,2.62
_2279_,2.62
_2313_,2.62
_2344_,2.62
_2431_,2.62
_2582_,2.62
_2655_,2.62
seven_seg_conv.current_digit\[3\],2.62
_0179_,2.595
_0218_,2.595
_0467_,2.595
_0004_,2.585
_0296_,2.585
_0303_,2.585
_0359_,2.585
_0110_,2.545
_0113_,2.545
_0211_,2.545
_0254_,2.545
_0280_,2.545
_0367_,2.545
_0378_,2.545
_0402_,2.545
_0422_,2.545
_0454_,2.545
_0498_,2.545
_0038_,2.54
_0145_,2.52
_0516_,2.52
_1090_,2.52
_1640_,2.52
_2588_,2.52
_2622_,2.52
_2630_,2.52
_2749_,2.52
_2850_,2.52
_0817_,2.5
_0937_,2.5
_1112_,2.5
_1341_,2.5
_1405_,2.5
_1632_,2.5
_1965_,2.5
_2045_,2.5
_2185_,2.5
_2237_,2.5
_2240_,2.5
_2255_,2.5
_2521_,2.5
_2525_,2.5
_2603_,2.5
_2739_,2.5
_2814_,2.5
_0499_,2.495
_0157_,2.485
_0221_,2.485
_0348_,2.485
_0356_,2.485
_0049_,2.42
_0222_,2.42
_0224_,2.42
_0243_,2.42
_0700_,2.4
_0720_,2.4
_0800_,2.4
_0801_,2.4
_1166_,2.4
_2637_,2.4
_0629_,2.38
_0172_,2.375
_0308_,2.375
_0314_,2.375
_0315_,2.375
_0414_,2.375
_0421_,2.375
_0502_,2.375
_0092_,2.325
_0181_,2.325
_0270_,2.325
_0384_,2.325
_0469_,2.325
_0529_,2.3
_1169_,2.3
_1930_,2.3
_2191_,2.3
_2284_,2.3
_1505_,2.28
_0089_,2.255
_0362_,2.255
_0526_,2.18
_1642_,2.18
_0704_,2.16
_0722_,2.16
_0912_,2.16
_1065_,2.16
_1163_,2.16
_1167_,2.16
_1190_,2.16
_1564_,2.16
_1651_,2.16
_2051_,2.16
_2095_,2.16
_2219_,2.16
_2243_,2.16
_2282_,2.16
_2285_,2.16
_2554_,2.16
_2599_,2.16
_2625_,2.16
_2641_,2.16
_0048_,2.125
_0087_,2.125
_0295_,2.125
_0310_,2.125
_0418_,2.125
_0419_,2.125
_0423_,2.125
_0435_,2.125
_0030_,2.085
_0076_,2.085
_0285_,2.085
_0327_,2.085
_0441_,2.085
_0037_,2.08
_0155_,2.08
_1180_,2.06
_2322_,2.06
_2370_,2.06
_2373_,2.06
_2394_,2.06
_2396_,2.06
_2398_,2.06
_2437_,2.06
_2443_,2.06
_2473_,2.06
_2483_,2.06
_2490_,2.06
_2504_,2.06
_2549_,2.06
_2555_,2.06
_2564_,2.06
_2606_,2.06
_2621_,2.06
_2624_,2.06
_2634_,2.06
_2640_,2.06
_2649_,2.06
_2704_,2.06
_2729_,2.06
_2755_,2.06
_2803_,2.06
_2817_,2.06
_0751_,2.04
_1050_,2.04
_1336_,2.04
_1338_,2.04
_1387_,2.04
_2028_,2.04
_2663_,2.04
_2669_,2.04
_2831_,2.04
seven_seg_conv.current_digit\[1\],2.04
_0023_,2.025
_0029_,2.025
_0055_,2.025
_0083_,2.025
_0088_,2.025
_0114_,2.025
_0117_,2.025
_0127_,2.025
_0156_,2.025
_0163_,2.025
_0173_,2.025
_0188_,2.025
_0206_,2.025
_0208_,2.025
_0210_,2.025
_0213_,2.025
_0215_,2.025
_0217_,2.025
_0235_,2.025
_0237_,2.025
_0241_,2.025
_0284_,2.025
_0306_,2.025
_0316_,2.025
_0334_,2.025
_0341_,2.025
_0358_,2.025
_0371_,2.025
_0372_,2.025
_0380_,2.025
_0400_,2.025
_0406_,2.025
_0407_,2.025
_0424_,2.025
_0438_,2.025
_0442_,2.025
_0456_,2.025
_0474_,2.025
_0726_,1.94
_0881_,1.94
_1111_,1.94
_2082_,1.94
_0192_,1.915
_0093_,1.865
_0300_,1.865
_0304_,1.865
_0366_,1.865
_0368_,1.865
_0392_,1.865
_0524_,1.84
_0659_,1.84
_0716_,1.84
_0735_,1.84
_0752_,1.84
_1257_,1.84
_1964_,1.84
_2337_,1.84
_0025_,1.82
_2245_,1.82
_1600_,1.81
_1530_,1.72
_2253_,1.72
_0707_,1.7
_0795_,1.7
_0909_,1.7
_1202_,1.7
_1251_,1.7
_1822_,1.7
_1884_,1.7
_2040_,1.7
_2141_,1.7
_2210_,1.7
_2607_,1.7
_2706_,1.7
_2795_,1.7
_2595_,1.6
_2709_,1.6
_2784_,1.6
_2852_,1.6
_0065_,1.575
_0144_,1.575
_0174_,1.575
_0651_,1.48
_0711_,1.48
_0843_,1.48
_0963_,1.48
_1130_,1.48
_2839_,1.48
_0047_,1.405
_0152_,1.405
_0160_,1.405
_0275_,1.405
_0363_,1.405
_0405_,1.405
_0464_,1.405
_1503_,1.38
_2217_,1.38
_0809_,1.26
_0985_,1.26
_2754_,1.18
_1588_,1.14
_2166_,1.14
_2333_,1.14
_2335_,1.14
_2339_,1.14
_2362_,1.14
_2369_,1.14
_2376_,1.14
_2382_,1.14
_2385_,1.14
_2386_,1.14
_2388_,1.14
_2478_,1.14
_2527_,1.14
_2600_,1.14
_2636_,1.14
_2639_,1.14
_2646_,1.14
_2650_,1.14
_2652_,1.14
_2705_,1.14
_2723_,1.14
_2736_,1.14
_2744_,1.14
_2745_,1.14
_2752_,1.14
_2753_,1.14
_2773_,1.14
_2774_,1.14
_2787_,1.14
_2823_,1.14
_2824_,1.14
_2843_,1.14
_2854_,1.14
_1982_,1.02
_0811_,0.92
_0823_,0.92
_0870_,0.92
_1031_,0.92
_1245_,0.92
_1333_,0.92
_2351_,0.92
_2866_,0.92
PC\[2\],0.8
_1247_,0.8
_1306_,0.8
_1318_,0.8
_0582_,0.46
_0757_,0.46
_0773_,0.46
_0902_,0.46
_1104_,0.46
_1239_,0.46
_1518_,0.46
_1879_,0.46
_2144_,0.46
_2231_,0.46
_2354_,0.46
